error,time,VV0000,VV0001,VV0002,VV0003,VV0004,VV0005,VV0006,VV0007,VV0008,VV0009,VV0010,VV0011,VV0012,VV0013,VV0014,VV0015,VV0016,VV0017,VV0018,VV0019,VV0020,VV0021,VV0022,VV0023,VV0024,VV0025,VV0026,VV0027,VV0028,VV0029,VV0030,VV0031,VV0032,VV0033,VV0034,VV0035,VV0036,VV0037,VV0038,VV0039,VV0040,VV0041,VV0042,VV0043,VV0044,VV0045,VV0046,VV0047,VV0048,VV0049,VV0050,VV0051,VV0052,VV0053,VV0054,VV0055,VV0056,VV0057,VV0058,VV0059,VV0060,VV0061,VV0062,VV0063,VV0064,VV0065,VV0066
inf,77.1959981918335,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-2634.67,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,25193.143949584693,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
347355252.377,74.54632258415222,-32984.18669886223,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-2634.67,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
inf,84.89234042167664,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-2634.67,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,4.147400037927608e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
192040476.066,72.96056389808655,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-2634.67,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,7.271348528792982,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
246805235.181,74.9498348236084,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-2634.67,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0013794806769083724,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
160639743.972,71.76323652267456,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-2634.67,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-21461.517680382207,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
195117624.603,76.28799319267273,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-2634.67,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-42798.174636433716,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
157342581.065,91.96774411201477,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-2634.67,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-5950.203747745777,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
157342916.555,76.87506914138794,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-2634.67,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-5441588.612380015,86701.17852836236,12551.480277038616,-192523.87899804697
157342672.36,106.98861241340637,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-2634.67,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,77582.86050414405,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
157947054.496,83.94721102714539,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-2634.67,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005351197368527722,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
159560233.054,77.1404356956482,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-2634.67,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,665.1399477490008,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
inf,93.9869794845581,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-2634.67,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-5.588252491795482,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
157342468.289,80.67969942092896,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-3059.5143621009183,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
161476976.432,95.6756808757782,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-3059.5143621009183,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,9.97022944413688,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
164858354.857,80.11959981918335,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-3059.5143621009183,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-31872.195489031998,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
157656566.884,75.59960675239563,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-3059.5143621009183,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2264.707665821089,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
158412776.352,81.5837230682373,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-3059.5143621009183,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-4053.2990978432867,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
157363719.148,72.63599967956543,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-3059.5143621009183,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,18800.39419098201,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
157342602.486,81.13349843025208,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-3059.5143621009183,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-1893.1010669378068,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
480637351.685,74.38868737220764,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-3059.5143621009183,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-63349.93260030355,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,44288.92586101308,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
157342209.806,69.36615133285522,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-3059.5143621009183,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-17840.488801513246,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,31728.304266327686,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
160138430.811,84.44317245483398,-40911.7586614542,1.7569704894668245,-13689.228150667179,2.499419195397122,22261.446747003007,-0.8645102536795826,-311442.2872208711,35.225725472729216,-179176.0,20.157249184208343,336.1278844759787,-3059.5143621009183,-14663.200265703328,-29.282699494719182,1.2749532194334245e-11,-18068.983822324757,-9.378940480908515,1.3787969496021267e-11,-20988.50874968601,137.45669002459474,-1587.7358165719122,-19462.634826632875,-57704.29249208515,2.950583634055776,-68963.21119058291,15813.101160414519,0.0009302780162978338,5.1866579241767686e-08,0.0007245349589722469,1.115780832663329,9484.535911305942,8.869120969406827,32790.6,29243.239348206702,-35966.200402249066,-20275.1,-150055.0,23432.63742009331,65249.0883185227,31728.304266327686,-125542.65222969827,-21524.2,0.31162862555917986,-54650.00663991024,0.8909550318557281,-41810.9,-3921.178337424646,-0.0005689349317388265,3.13447e-07,1.0283180927905287,-7.932685054984857,-2849.7824752833917,-784.3531233449461,2775.090024584908,34.08893616965276,3968.9733049926676,1956.6132286196641,2232.70134280163,4161.743946782888,-6648.9851962432185,-2492.5727959399173,1763.7901762686163,2700.0691637351165,-6348015.012500713,86701.17852836236,12551.480277038616,-192523.87899804697
